Category,PI Name,Proposal Number,Time,Title,Year
NORMAL GALAXIES,JIMMY IRWIN,03600627,40.0,A POSSIBLE NEW DISTANCE INDICATOR USING LOW MASS X-RAY BINARIESIN THE NEAREST EARLY-TYPE GALAXIES,2003
NORMAL GALAXIES,MASAHIKO SUGIHO,03600631,10.0,UNVEILING THE NATURE OF ULTRA LUMINOUS X-RAY SOURCES IN NEARBYSPIRAL GALAXIES - REALLY ~100 SOLAR MASS BLACK HOLES ? -,2003
NORMAL GALAXIES,ANDREAS ZEZAS,03600684,50.0,CHANDRA OBSERVATIONS OF THE X-RAY LUMINOUS STARBURST GALAXYNGC3310,2003
NORMAL GALAXIES,PHILIP MALONEY,03600687,65.0,DIFFUSE X-RAY EMISSION IN EDGE-ON DISK GALAXIES: NGC 5775 ANDNGC 3044,2003
NORMAL GALAXIES,MICHAEL GREGG,03600843,65.0,CLUSTER-GALAXY INTERACTIONS IN THE COMA CLUSTER,2003
NORMAL GALAXIES,JIMMY IRWIN,03600865,30.0,"NGC1404: INTERACTION WITH FORNAX GAS, COOLING FLOWS, AND THEMETALLICITY PROBLEM",2003
NORMAL GALAXIES,FREDERICK BAGANOFF,03600940,518.5,MONITORING THE EXTREME X-RAY FLARING OF SAGITTARIUS A* AND ADEEP SURVEY OF THE CENTRAL 40 PC OF THE GALAXY,2003
NORMAL GALAXIES,ANDREAS ZEZAS,03600966,49.0,A CHANDRA SURVEY OF THE SMC,2003
NORMAL GALAXIES,RALPH KRAFT,03600574,35.0,MULTI-COMPONENT X-RAY EMISSION IN THE S0 GALAXY NGC 5102,2003
NORMAL GALAXIES,STEPHEN MURRAY,03601013,20.0,AN X-RAY STUDY OF NGC 1313,2003
NORMAL GALAXIES,GORDON GARMIRE,03601019,50.0,SIMULTANEOUS X-RAY/RADIO MONITORING OF SAGITTARIUS A*,2003
NORMAL GALAXIES,IAN STEVENS,03600380,20.0,THE HALPHA - X-RAY CONNECTION IN DWARF STARBURST GALAXIES.,2003
NORMAL GALAXIES,FRANCIS PRIMINI,03608117,5.0,SEARCHING FOR THE X-RAY SIGNATURE TO CURRENT RADIO ACTIVITY INM31*,2003
ACTIVE GALAXIES AND QUASARS,GERARD KRISS,03700010,80.0,"SIMULTANEOUS HST, CHANDRA AND FUSE OBSERVATIONS OF INTRINSICABSORBERS IN AGN",2003
ACTIVE GALAXIES AND QUASARS,KAREN LEIGHLY,03700011,20.0,EXPLORATORY OBSERVATIONS OF A NEW BRIGHT QUASAR,2003
ACTIVE GALAXIES AND QUASARS,MEG URRY,03700015,80.0,THE PHYSICS OF X-RAY/OPTICAL JETS,2003
ACTIVE GALAXIES AND QUASARS,S. DJORGOVSKI,03700016,25.0,A SNAPSHOT SURVEY OF THE OPTICALLY SELECTED TYPE-2 QUASARS,2003
 ACTIVE GALAXIES AND QUASARS,PETER PREDEHL,03700027,80.0,THE QUASAR MR2251-178 AND ITS WARM ABSORBER,2003
ACTIVE GALAXIES AND QUASARS,STEPHEN MURRAY,03700032,30.0,"J2310-437, AN X-RAY BRIGHT, RADIO-LOUD,OPTICALLY DULL GALAXY",2003
ACTIVE GALAXIES AND QUASARS,STEPHEN MURRAY,03700033,50.0,A CHANDRA OBSERVATION OF THE UNUSUAL RADIO GALAXY 3C 403,2003
ACTIVE GALAXIES AND QUASARS,CLAUDE CANIZARES,03700042,300.0,PROBING THE INTERGALACTIC MEDIUM AT LOW REDSHIFT,2003
ACTIVE GALAXIES AND QUASARS,GORDON GARMIRE,03700051,28.0,A COMPLETE X-RAY SAMPLE OF BROAD ABSORPTION LINE QSOS,2003
ACTIVE GALAXIES AND QUASARS,GORDON GARMIRE,03700052,25.0,FOLLOW-UPS TO THE LLAGN SURVEY,2003
ACTIVE GALAXIES AND QUASARS,CLAUDE CANIZARES,03700062,150.0,PROBING WARM ABSORPTION IN THE RADIO QUIET QSO MR2251-17.8,2003
ACTIVE GALAXIES AND QUASARS,STEPHEN MURRAY,03700075,50.0,FOLLOW-UP OBSERVATIONS OF THE RADIO GALAXY CEN-A,2003
ACTIVE GALAXIES AND QUASARS,GORDON GARMIRE,03700092,90.0,FOLLOW-UP TO CHANDRA GL SURVEY OF GRAVITATIONAL LENSES,2003
ACTIVE GALAXIES AND QUASARS,GORDON GARMIRE,03700094,30.0,COLLIDING GALAXIES,2003
ACTIVE GALAXIES AND QUASARS,LEON VANSPEYBROECK,03700112,30.0,STUDY OF THE Z=3.572 QUASAR PKS 2215+020,2003
ACTIVE GALAXIES AND QUASARS,BEVERLY SMITH,03700166,40.0,"HOT GAS, STAR FORMATION, AND NUCLEAR ACTIVITY IN THE PECULIARLOW LUMINOSITY RADIO GALAXY NGC 4410A",2003
ACTIVE GALAXIES AND QUASARS,FABRIZIO NICASTRO,03700205,100.0,HIGH RESOLUTION SPECTROSCOPY OF AGN IN OUTBURST:THE GASEOUSNUCLEAR ENVIRONMENT AND THE WIGM,2003
ACTIVE GALAXIES AND QUASARS,MARCO BONDI,03700230,60.0,UNVEILING THE POWERFUL QUASAR HIDDEN IN THE NUCLEUS OF THE FRIIRADIO GALAXY 3C 265,2003
ACTIVE GALAXIES AND QUASARS,JILL BECHTOLD,03700232,77.0,THE PATTERN OF HEAVY ELEMENT ABUNDANCES IN A HIGH REDSHIFTGALAXY,2003
ACTIVE GALAXIES AND QUASARS,S. DJORGOVSKI,03700239,150.0,CHANDRA OBSERVATIONS OF A POPULATION OF TYPE 2 QUASARSDISCOVERED IN THE DPOSS,2003
ACTIVE GALAXIES AND QUASARS,RICK EDELSON,03700241,88.0,CHANDRA SNAPSHOT OBSERVATIONS OF SOFT X-RAY TRANSIENT AGN,2003
ACTIVE GALAXIES AND QUASARS,IOANNIS GEORGANTOPOULOS,03700246,30.0,NGC4698: A SEYFERT-2 GALAXY WITH NO OBSCURING COLUMN,2003
ACTIVE GALAXIES AND QUASARS,GIANFRANCO BRUNETTI,03700247,72.2,INVERSE COMPTON SCATTERING IN POWERFUL RADIO GALAXIES:CONSTRAINING THE ELECTRON SPECTRUM,2003
ACTIVE GALAXIES AND QUASARS,FABRIZIO NICASTRO,03700252,80.0,THE HIGH RESOLUTION VIEW OF THE COMPLEX WARM ABSORBER/EMITTER OFNGC 985,2003
ACTIVE GALAXIES AND QUASARS,SARAH GALLAGHER,03700294,60.0,AN ABSORPTION STUDY OF PG 2112+059: THE X-RAY BRIGHTEST BAL QSOKNOWN,2003
ACTIVE GALAXIES AND QUASARS,PHILIP MALONEY,03700317,44.0,"DIFFUSE X-RAY EMISSION, SUPERWINDS, AND STELLAR X-RAY SOURCES INTHE STARBURST GALAXIES NGC 2146 AND NGC 1808",2003
ACTIVE GALAXIES AND QUASARS,PAUL GREEN,03700333,120.0,ORIENTATION VS. EVOLUTION FROM A UNIQUE BALQSO,2003
ACTIVE GALAXIES AND QUASARS,IAN STEVENS,03700369,30.0,SUPERWIND EVOLUTION: THE YOUNG STARBURST-DRIVEN WIND GALAXY NGC2782,2003
ACTIVE GALAXIES AND QUASARS,TAHIR YAQOOB,03700392,160.0,DECONVOLUTION OF THE RELATIVISTIC FE-K LINES IN ACTIVE GALAXIESAND PHYSICS FROM THE NARROW EMISSION COMPONENT,2003
ACTIVE GALAXIES AND QUASARS,ROBERT PRIDDEY,03700397,65.0,A SYSTEMATIC X-RAY SURVEY OF SUBMILLIMETRE-LUMINOUS QUASARS,2003
ACTIVE GALAXIES AND QUASARS,WILLIAM BRANDT,03700401,66.1,A CHANDRA AND XMM-NEWTON STUDY OF THE MOST DISTANT QUASARS:X-RAYING THE FIRST MASSIVE BLACK HOLES,2003
ACTIVE GALAXIES AND QUASARS,GIUSEPPINA FABBIANO,03700413,375.0,AN IN-DEPTH STUDY OF THE X-RAY SOURCE POPULATION AND HOT ISM OFTHE ANTENNAE GALAXIES,2003
ACTIVE GALAXIES AND QUASARS,JELLE KAASTRA,03700438,520.0,RESOLVING THE WARM ABSORBER IN NGC 5548,2003
ACTIVE GALAXIES AND QUASARS,ALAN MARSCHER,03700502,100.0,X-RAY IMAGING OF QUASAR JETS,2003
ACTIVE GALAXIES AND QUASARS,STEVEN KRAEMER,03700526,250.0,REVEALING THE NATURE OF THE X-RAY ABSORPTION IN NGC 4151,2003
ACTIVE GALAXIES AND QUASARS,MARTIN HARDCASTLE,03700563,60.0,THE DYNAMICS OF CLASSICAL DOUBLE RADIO SOURCES: TESTINGSELF-SIMILAR MODELS,2003
ACTIVE GALAXIES AND QUASARS,WILLEM DE VRIES,03700593,10.0,FRUSTRATED GPS QUASARS,2003
ACTIVE GALAXIES AND QUASARS,CHRIS CARILLI,03700582,100.0,X-RAY STUDIES OF HIGH REDSHIFT RADIO GALAXIES,2003
ACTIVE GALAXIES AND QUASARS,GERARD KRISS,03700611,120.0,"SIMULTANEOUS CHANDRA, HST AND FUSE OBSERVATIONS OF WARMABSORBERS IN AGN",2003
ACTIVE GALAXIES AND QUASARS,GUIDO RISALITI,03700668,142.0,X-RAY WEAK BROAD-LINE QUASARS: ABSORPTION OR INTRINSIC X_RAYWEAKNESS ?,2003
ACTIVE GALAXIES AND QUASARS,CHRISTOPHER REYNOLDS,03700685,50.0,ACIS-S IMAGING-SPECTROSCOPY OF THREE INTERMEDIATE FRI/FRII RADIOGALAXIES,2003
ACTIVE GALAXIES AND QUASARS,DANIEL HARRIS,03700691,25.0,X-RAY VARIABILITY IN THE JET AND CORE OF M87,2003
ACTIVE GALAXIES AND QUASARS,PATRICK OGLE,03700772,90.0,PROBING THE HOT AGN OUTFLOW IN NGC 4151,2003
ACTIVE GALAXIES AND QUASARS,ANDREW WILSON,03700780,100.0,THE POWERFUL RADIO GALAXY PICTOR A,2003
ACTIVE GALAXIES AND QUASARS,MARK LACY,03700742,20.5,THE X-RAY SPECTRA OF RED QUASARS SELECTED FROM 2MASS AND FIRST,2003
ACTIVE GALAXIES AND QUASARS,ANETA SIEMIGINOWSKA,03700781,172.0,X-RAY IMAGING OF GPS AND CSS QUASARS,2003
ACTIVE GALAXIES AND QUASARS,HERMAN MARSHALL,03700786,100.0,A COMPLETE SURVEY FOR X-RAY EMISSION FROM RADIO JETS,2003
ACTIVE GALAXIES AND QUASARS,MARK BIRKINSHAW,03700795,55.0,"3C 346, 3C 78, AND THE X-RAY EMISSION MECHANISM FROM OPTICALJETS",2003
ACTIVE GALAXIES AND QUASARS,SANGEETA MALHOTRA,03700814,180.0,STRONG LYMAN ALPHA SOURCES AT REDSHIFTS Z>4: GALAXIES ORQUASARS?,2003
ACTIVE GALAXIES AND QUASARS,HIRONORI MATSUMOTO,03700855,60.0,SEARCH FOR AN INTERMEDIATE MASS BLACK HOLE IN THE STARBURSTGALAXY NGC2146,2003
ACTIVE GALAXIES AND QUASARS,NAOHSIA ANABUKI,03700871,18.9,SEARCHING FOR MISSING LINK BETWEEN ULTLALUMINOUS INFRAREDGALAXIES AND OPTICALLY-SELECTED QUASARS,2003
ACTIVE GALAXIES AND QUASARS,MAKOTO KISHIMOTO,03700892,50.0,MASSIVE GAS INFLOW IN RADIO GALAXIES,2003
ACTIVE GALAXIES AND QUASARS,PAOLO COPPI,03700891,70.0,PROBING THE X-RAY EMISSION OF HIGH LUMINOSITY EMISSION LINEGALAXIES: QUASAR 2'S AND THE STARBURST-AGN CONNECTION,2003
ACTIVE GALAXIES AND QUASARS,JULIA LEE,03700923,150.0,PROBING UNIFICATION WITH ACIS-HETG OBSERVATION OF COMPTON-THINSEYFERT 2 NGC 2110,2003
ACTIVE GALAXIES AND QUASARS,ALBERT BRINKMAN,03700998,100.0,SOFT X-RAY EMISSION AND ABSORPTION IN NGC 4051,2003
ACTIVE GALAXIES AND QUASARS,ALBERT BRINKMAN,03701000,90.5,SOFT X-RAY EMISSION AND ABSORPTION IN TON 1388,2003
ACTIVE GALAXIES AND QUASARS,GIORGIO MATT,03700211,10.0,MAPPING THE REFLECTING REGIONS IN THE SEYFERT 2 GALAXY TOLOLO0109-383,2003
ACTIVE GALAXIES AND QUASARS,CLAUDE CANIZARES,03701014,70.0,SIMULTANEOUS CHANDRA-HST OBSERVATIONS OF SEYFERT 1 GALAXY NGC7469,2003
ACTIVE GALAXIES AND QUASARS,CLAUDE CANIZARES,03701015,112.0,CHANDRA HETG OBSERVATION OF THE SEYFERT 2 GALAXY IRAS 18325-5926,2003
ACTIVE GALAXIES AND QUASARS,ANDREAS ZEZAS,03700784,80.0,CHANDRA OBSERVATIONS OF TYPE-2 LINERS: STARBURSTS OR AGNS ?,2003
ACTIVE GALAXIES AND QUASARS,GORDON GARMIRE,03701002,60.0,A CHANDRA SURVEY OF THE MOST LUMINOUS QUASARS AT Z > 4,2003
ACTIVE GALAXIES AND QUASARS,SHIN MINESHIGE,03700302,80.0,AN X-RAY MICROLENSING TEST OF THE AU-SCALE CENTRAL STRUCTURE OFTHE QUADRUPLE QUASAR 2237+0305,2003
ACTIVE GALAXIES AND QUASARS,GEORGE CHARTAS,03708070,160.0,CHANDRA MONITORING OF A MICROLENSING EVENT IN MG J0414+0534,2003
CLUSTERS OF GALAXIES,HARALD EBELING,03800004,32.0,"MEASURING THE MASS DISTRIBUTION IN THE MOST DISTANT,VERY X-RAYLUMINOUS GALAXY CLUSTER KNOWN",2003
CLUSTERS OF GALAXIES,MIKE GLADDERS,03800013,15.0,A NEW GALAXY CLUSTER STRONG LENS,2003
CLUSTERS OF GALAXIES,CRAIG SARAZIN,03800021,50.0,MERGER SHOCKS IN CLUSTERS OF GALAXIES,2003
CLUSTERS OF GALAXIES,STEPHEN MURRAY,03800034,90.0,DEEP X-RAY IMAGE OF A133,2003
CLUSTERS OF GALAXIES,STEPHEN MURRAY,03800039,90.0,A DETAILED STUDY OF THE CLUSTER 1E 0657-56,2003
CLUSTERS OF GALAXIES,STEPHEN MURRAY,03800040,50.0,A DETAILED STUDY OF THE CLUSTER A907,2003
CLUSTERS OF GALAXIES,STEPHEN MURRAY,03800069,50.0,OLEGS OR FOSSIL GROUPS  STUDYING EVOLVED GALAXY SYSTEMS,2003
CLUSTERS OF GALAXIES,STEPHEN MURRAY,03800071,50.0,COLLIDING GROUPS,2003
CLUSTERS OF GALAXIES,CRAIG SARAZIN,03800102,26.0,THE INTERACTION BETWEEN CLUSTER CENTRAL RADIO SOURCES ANDCOOLING FLOWS,2003
CLUSTERS OF GALAXIES,BRIAN MCNAMARA,03800104,40.0,THE FATE OF MATTER IN THE MODERATE COOLING FLOW CLUSTER ABELL1991,2003
CLUSTERS OF GALAXIES,STEVEN ALLEN,03800108,70.0,"CHANDRA AND HST OBSERVATIONS OF THE BRIGHTEST, RELAXED CLUSTERLENSES",2003
CLUSTERS OF GALAXIES,LEON VANSPEYBROECK,03800113,80.0,"OBSERVATION OF MACS CLUSTERS, Z>0.5",2003
CLUSTERS OF GALAXIES,ALEXEY VIKHLININ,03800123,50.0,CHANDRA OBSERVATION OF THE COMPRESSED WARM INTERSTELLAR MEDIUNIN THE OPHIUCHUS CD GALAXY,2003
CLUSTERS OF GALAXIES,MAXIM MARKEVITCH,03800124,130.0,GAS DENSITY DISCONTINUITIES IN MERGING CLUSTERS,2003
CLUSTERS OF GALAXIES,MAXIM MARKEVITCH,03800125,80.0,"ABELL 168, A RARE MERGER WITH THE SIMPLEST GEOMETRY",2003
CLUSTERS OF GALAXIES,LEON VANSPEYBROECK,03800127,50.0,DETAILED STUDY OF CLUSTER A907,2003
CLUSTERS OF GALAXIES,WILLIAM FORMAN,03800130,26.0,OVER-LUMINOUS ELLIPTICAL GALAXIES (AKA FOSSIL GROUPS),2003
CLUSTERS OF GALAXIES,ANDREW FABIAN,03800131,200.0,THE Z=1.786 CLUSTER AROUND 3C294,2003
CLUSTERS OF GALAXIES,CALEB SCHARF,03800269,150.0,A SEARCH FOR X-RAY EMISSION FROM A PROTO-CLUSTER AT Z=3.8,2003
CLUSTERS OF GALAXIES,ANDREW FABIAN,03800286,198.5,A DETAILED STUDY OF THE CORE OF THE PERSEUS CLUSTER,2003
CLUSTERS OF GALAXIES,DAVID BUOTE,03800338,15.0,CLUSTER DARK MATTER ON THE SMALLEST SCALES,2003
CLUSTERS OF GALAXIES,WILLIAM FORMAN,03800400,20.0,COMPLEX CLUSTERS: MERGERS AND NARROW ANGLE TAILED RADIO SOURCES,2003
CLUSTERS OF GALAXIES,LAURENCE JONES,03800443,74.0,"THE X-RAY STRUCTURE OF OLD, HIGH LUMINOSITY FOSSIL GALAXY GROUPS",2003
CLUSTERS OF GALAXIES,TREVOR PONMAN,03800470,70.0,EARLY-TYPE GALAXIES IN GROUPS: STRIPPING AND STIFLING,2003
CLUSTERS OF GALAXIES,TREVOR PONMAN,03800474,40.0,THE ASSEMBLY OF GALAXY GROUPS,2003
CLUSTERS OF GALAXIES,TREVOR PONMAN,03800488,20.0,FOSSIL GROUPS IN THE LOCAL UNIVERSE,2003
CLUSTERS OF GALAXIES,TREVOR PONMAN,03800489,60.0,GALAXY WAKES: THE FIRST SAMPLES,2003
CLUSTERS OF GALAXIES,IRINI SAKELLIOU,03800498,50.0,THE PUZZLING DUMB-BELL GALAXY NDC 4782/3: GALACTIC WAKES VERSUSBENT JETS,2003
CLUSTERS OF GALAXIES,ROBERT SCHMIDT,03800519,20.0,CHANDRA OBSERVATIONS OF A Z=0.84 GALAXY CLUSTER AND ITS CENTRALHST QSO,2003
CLUSTERS OF GALAXIES,TREVOR PONMAN,03800533,20.0,THE ORIGIN OF X-RAY EMISSION FROM LOW VELOCITY DISPERSION GROUPS,2003
CLUSTERS OF GALAXIES,LAURENCE JONES,03800536,50.0,THE X-RAY STRUCTURE OF THE PROTOTYPE FOSSIL GROUP,2003
CLUSTERS OF GALAXIES,PASQUALE MAZZOTTA,03800537,52.0,RXJ1720.1+2638: A NEARLY RELAXED CLUSTER WITH A FAST MOVINGCORE?,2003
CLUSTERS OF GALAXIES,STEVEN KAHN,03800587,150.0,ANATOMY OF THE X-RAY GROUP NGC 5044,2003
CLUSTERS OF GALAXIES,TATEHIRO MIHARA,03800590,20.0,DETECTION OF HIGH REDSHIFT CLUSTER OF GALAXIES AROUND 3CR184,2003
CLUSTERS OF GALAXIES,MARGARET GELLER,03800599,35.0,A SEARCH FOR SMALL-SCALE STRUCTURE IN THE RASSCALS GALAXY GROUPS,2003
CLUSTERS OF GALAXIES,ALAN STOCKTON,03800610,130.55,THE CLUSTER ENVIRONMENTS OF OLD GALAXIES IN QUASAR FIELDS AT Z ~1.5,2003
CLUSTERS OF GALAXIES,JOSEPH MOHR,03800615,65.0,A STUDY OF MERGER SIGNATURES IN NEARBY GALAXY CLUSTERS:CONSTRAINTS ON ICM PHYSICS AND STRUCTURE FORMATION SCENARIOS,2003
CLUSTERS OF GALAXIES,TREVOR PONMAN,03800624,30.0,REHEATING IN COOLING FLOWS,2003
CLUSTERS OF GALAXIES,HENRIC KRAWCZYNSKI,03800625,78.0,RESOLVING THE HIGH TEMPERATURE REGION BETWEEN THE SUBCLUSTERS OFABELL 115 AND INTRACLUSTER MEDIUM INTERACTIONS OF 3C 28,2003
CLUSTERS OF GALAXIES,YASUSHI FUKAZAWA,03800689,30.0,STUDY OF METAL ENRICHMENT PROCESSES AROUND THE CENTRAL GALAXY INTHE MKW4 CLUSTER,2003
CLUSTERS OF GALAXIES,ANTHONY GONZALEZ,03800699,70.0,A DETAILED STUDY OF THE SUPERCLUSTER SC1120-1202 AT $Z$=0.43,2003
CLUSTERS OF GALAXIES,KIYOSHI HAYASHIDA,03800748,5.0,SEARCH FOR HOT PRIMORDAL GAS IN A FAILED CLUSTER OF GALAXIESCANDIDATE 0806+20,2003
CLUSTERS OF GALAXIES,DIAB JERIUS,03800763,95.0,HEAD-TAIL GALAXIES AS PROBES OF SUBSTRUCTURE IN THE PERSEUSCLUSTER OF GALAXIES,2003
CLUSTERS OF GALAXIES,HARUYOSHI KATAYAMA,03800797,20.0,THE CORE STRUCTURE OF THE LOWEST REDSHIFT STRONG LENSING CLUSTER,2003
CLUSTERS OF GALAXIES,ERICA ELLINGSON,03800798,115.0,"RICH, OPTICALLY-SELECTED GALAXY CLUSTERS AT Z~1 FROM THE RCSSURVEY",2003
CLUSTERS OF GALAXIES,DANIEL STERN,03800884,45.0,CHANDRA OBSERVATIONS OF A GALAXY CLUSTER AT Z=1.11,2003
CLUSTERS OF GALAXIES,JAN VRTILEK,03800927,31.0,THE INTRAGROUP MEDIUM IN X-RAY LUMINOUS GALAXY GROUPS: RADIOSOURCES AND THE DISTRIBUTION OF HEAVY ELEMENTS,2003
CLUSTERS OF GALAXIES,LEON VANSPEYBROECK,03800994,50.0,"OBSERVATION OF BCS CLUSTERS, SECOND SET",2003
CLUSTERS OF GALAXIES,LEON VANSPEYBROECK,03800997,20.0,"OBSERVATION OF BCS CLUSTERS, FIRST SET",2003
CLUSTERS OF GALAXIES,LEON VANSPEYBROECK,03800996,65.0,"OBSERVATION OF MACS CLUSTERS, 0.45<Z<0.5, SECOND SET",2003
CLUSTERS OF GALAXIES,LEON VANSPEYBROECK,03800995,86.0,"OBSERVATION OF MACS CLUSTERS, 0.45<Z<0.5",2003
CLUSTERS OF GALAXIES,HARALD EBELING,03800272,527.0,MACS: THE X-RAY PROPERTIES OF THE MOST MASSIVE GALAXY CLUSTERSAT Z>0.3,2003
CLUSTERS OF GALAXIES,LAURENCE DAVID,03800394,40.0,REHEATING THE GAS IN CLUSTER COOLING FLOWS,2003
CLUSTERS OF GALAXIES,GORDON GARMIRE,03801021,60.0,MAPPING DARK MATTER IN A COLLING FLOW CLUSTER AND A DARK CLUMP,2003
 CLUSTERS OF GALAXIES,GORDON GARMIRE,03800097,76.5,MAPPING DARK MATTER IN A COLLING FLOW CLUSTER AND A DARK CLUMP,2003
EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,WILLIAM BRANDT,03900164,1000.5,THE CHANDRA SURVEY OF THE HUBBLE DEEP FIELD NORTH AREA: A PUBLICRESOURCE FOR THE PRESENT AND FUTURE OF X-RAY ASTRONOMY,2003
EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,FABIO LA FRANCA,03900446,18.0,A CHEAP COMPLETE WIDE BRIGHT SURVEY,2003
EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,KIRPAL NANDRA,03900462,200.0,THE X-RAY UNIVERSE AT HIGH REDSHIFT,2003
EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,IAN MCHARDY,03900496,60.0,A COMBINED CHANDRA/XMM ATTACK ON THE ASTROPHYSICS OF THE HARDX-RAY BACKGROUND.,2003
EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,KIRPAL NANDRA,03900608,175.0,THE SHEEP SURVEY: WHAT KIND OF OBJECTS MAKE THE X-RAYBACKGROUND?,2003
EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,AMY BARGER,03900812,240.0,WIDE-FIELD CHANDRA SURVEY OF THE LOCKMAN HOLE-NORTHWEST,2003
EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,YOSHIHIRO UEDA,03900836,11.6,CHANDRA OBSERVATIONS OF OPTICALLY FAINT SOURCES DISCOVERED WITHASCA,2003
GALACTIC DIFFUSE EMISSION AND SURVEYS,CLAUDE CANIZARES,03910054,35.0,PROBING THE INTERSTELLAR MEDIUM: X-RAY ABSORPTION AT IRON ANDOXYGEN WITH GX 349+2,2003
GALACTIC DIFFUSE EMISSION AND SURVEYS,SALLY OEY,03910326,60.0,X-RAY EMISSION MECHANISMS AND EVOLUTION OF SUPERBUBBLES,2003
