Category,PI Name,Proposal Number,Time,Title,Year
CLUSTERS OF GALAXIES,Hans Boehringer,05800487,75.0,Studying the effect of merging clusters in cosmological clustersamples,2005
CLUSTERS OF GALAXIES,Stephen Murray,05801055,25.0,"A Comparison of X-Ray and Optical Properties of Low RedshiftRich Clusters, A2151",2005
CLUSTERS OF GALAXIES,Stephen Murray,05800007,70.0,"Study of Candidate ""Fossil Groups""",2005
CLUSTERS OF GALAXIES,Stephen Murray,05800006,40.0,Baryon fraction profiles of relaxed clusters at large radii,2005
CLUSTERS OF GALAXIES,Leon Van Speybroeck,05800081,354.0,Cluster studies: Determination of H0/q0,2005
EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,William Brandt,05900218,1000.0,The Extended Chandra Deep Field-South Survey: A Public ChandraLegacy,2005
EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,BELINDA WILKES,05900547,630.0,The Balance of Power between Starbursts and AGN: a Chandra/SIRTFSurvey.,2005
EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,MARCELLA BRUSA,05900575,90.0,A Chandra survey of Extremely Red Objects,2005
EXTRAGALACTIC DIFFUSE EMISSION AND SURVEYS,Fabrizio Nicastro,05900888,350.0,X-Raying the Intergalactic Medium with Blazars in Outburst,2005
GALACTIC DIFFUSE EMISSION AND SURVEYS,Joel Bregman,05910578,100.0,The Missing Baryons in the Local Group,2005
